"cause_name","sex","age","deaths"
"Cardiomyopathy and myocarditis","Male","60 to 64",3698.4316569824
"Cardiomyopathy and myocarditis","Male","65 to 69",3404.1174951477
"Cardiomyopathy and myocarditis","Male","70 to 74",2788.4187663727
"Cardiomyopathy and myocarditis","Male","75 to 79",2176.2085028229
"Cardiomyopathy and myocarditis","Male","80 plus",2991.9013252716
"Cardiomyopathy and myocarditis","Male","Under 5",1211.5580794268
"Cerebrovascular disease","Female","10 to 14",692.11604444122
"Cerebrovascular disease","Female","15 to 19",1022.0490459671
"Cerebrovascular disease","Female","20 to 24",1340.3587542877
"Cerebrovascular disease","Female","25 to 29",2061.4510375824
"Cerebrovascular disease","Female","30 to 34",2723.9622302551
"Cerebrovascular disease","Female","35 to 39",2729.5500820313
"Cerebrovascular disease","Female","40 to 44",4525.5365724487
"Cerebrovascular disease","Female","45 to 49",8596.6758424072
"Cerebrovascular disease","Female","5 to 9",697.47419365311
"Cerebrovascular disease","Female","50 to 54",13072.085481323
"Cerebrovascular disease","Female","55 to 59",21550.395855957
"Cerebrovascular disease","Female","60 to 64",34252.220762695
"Cerebrovascular disease","Female","65 to 69",45377.748261231
"Cerebrovascular disease","Female","70 to 74",56842.869987305
"Cerebrovascular disease","Female","75 to 79",58534.213674805
"Cerebrovascular disease","Female","80 plus",93944.806806641
"Cerebrovascular disease","Female","Under 5",955.0349549942
"Cerebrovascular disease","Male","10 to 14",976.10368508911
"Cerebrovascular disease","Male","15 to 19",1586.6723106384
"Cerebrovascular disease","Male","20 to 24",2558.7358472137
"Cerebrovascular disease","Male","25 to 29",3685.714453186
"Cerebrovascular disease","Male","30 to 34",5076.9716255493
"Cerebrovascular disease","Male","35 to 39",5679.1474274902
"Cerebrovascular disease","Male","40 to 44",8114.6111647949
"Cerebrovascular disease","Male","45 to 49",14196.826601563
"Cerebrovascular disease","Male","5 to 9",513.3783198204
"Cerebrovascular disease","Male","50 to 54",21289.899968018
"Cerebrovascular disease","Male","55 to 59",34558.757223145
"Cerebrovascular disease","Male","60 to 64",43839.003196777
"Cerebrovascular disease","Male","65 to 69",48966.418269531
"Cerebrovascular disease","Male","70 to 74",55288.890412109
"Cerebrovascular disease","Male","75 to 79",50002.009806641
"Cerebrovascular disease","Male","80 plus",67814.589392578
"Cerebrovascular disease","Male","Under 5",1149.3298115001
"Cervical cancer","Female","15 to 19",26.109973911524
"Cervical cancer","Female","20 to 24",93.845013387203
"Cervical cancer","Female","25 to 29",214.82250232887
"Cervical cancer","Female","30 to 34",554.6649264183
"Cervical cancer","Female","35 to 39",1369.4910849991
"Cervical cancer","Female","40 to 44",2491.1762372437
"Cervical cancer","Female","45 to 49",4405.5369671631
"Cervical cancer","Female","50 to 54",5589.7925764771
"Cervical cancer","Female","55 to 59",6392.165482605
"Cervical cancer","Female","60 to 64",5795.7924110107
"Cervical cancer","Female","65 to 69",4683.4486995239
"Cervical cancer","Female","70 to 74",4022.436084137
"Cervical cancer","Female","75 to 79",2528.0969613647
"Cervical cancer","Female","80 plus",2817.9478641663
"Chronic kidney disease","Female","10 to 14",59.500902650833
"Chronic kidney disease","Female","15 to 19",215.00097499084
"Chronic kidney disease","Female","20 to 24",698.29287400436
"Chronic kidney disease","Female","25 to 29",857.57900811005
"Chronic kidney disease","Female","30 to 34",719.98589189529
"Chronic kidney disease","Female","35 to 39",1159.2470377579
"Chronic kidney disease","Female","40 to 44",1188.0892236023
"Chronic kidney disease","Female","45 to 49",2099.0509997864
"Chronic kidney disease","Female","5 to 9",61.619269765854
"Chronic kidney disease","Female","50 to 54",3080.9863503113
"Chronic kidney disease","Female","55 to 59",4180.7562669678
"Chronic kidney disease","Female","60 to 64",5661.6934938965
"Chronic kidney disease","Female","65 to 69",6224.599118866
"Chronic kidney disease","Female","70 to 74",5953.675402832
"Chronic kidney disease","Female","75 to 79",6113.4218015137
"Chronic kidney disease","Female","80 plus",13478.276366821
"Chronic kidney disease","Female","Under 5",125.33684189457
"Chronic kidney disease","Male","10 to 14",89.558525346756
"Chronic kidney disease","Male","15 to 19",604.26618135452
"Chronic kidney disease","Male","20 to 24",1733.2389585571
"Chronic kidney disease","Male","25 to 29",2351.9626309967
"Chronic kidney disease","Male","30 to 34",2387.9941461487
"Chronic kidney disease","Male","35 to 39",3235.9125259094
"Chronic kidney disease","Male","40 to 44",3449.0238623047
"Chronic kidney disease","Male","45 to 49",5070.1675574646
"Chronic kidney disease","Male","5 to 9",83.587681418419
"Chronic kidney disease","Male","50 to 54",6456.6021303711
"Chronic kidney disease","Male","55 to 59",8303.550723999
"Chronic kidney disease","Male","60 to 64",9704.8134888306
"Chronic kidney disease","Male","65 to 69",9531.6920842896
"Chronic kidney disease","Male","70 to 74",8766.3523742676
"Chronic kidney disease","Male","75 to 79",8637.2573220215
"Chronic kidney disease","Male","80 plus",14505.093892639
"Chronic kidney disease","Male","Under 5",159.18286057687
"Chronic obstructive pulmonary disease","Female","10 to 14",208.19809773159
"Chronic obstructive pulmonary disease","Female","15 to 19",485.22623047638
"Chronic obstructive pulmonary disease","Female","20 to 24",475.10462437058
"Chronic obstructive pulmonary disease","Female","25 to 29",906.19375885391
"Chronic obstructive pulmonary disease","Female","30 to 34",981.43194274521
"Chronic obstructive pulmonary disease","Female","35 to 39",1717.7171057243
"Chronic obstructive pulmonary disease","Female","40 to 44",2264.2737595673
"Chronic obstructive pulmonary disease","Female","45 to 49",4161.8649611359
"Chronic obstructive pulmonary disease","Female","5 to 9",133.87722536278
"Chronic obstructive pulmonary disease","Female","50 to 54",8737.2557696229
"Chronic obstructive pulmonary disease","Female","55 to 59",19296.27477768
"Chronic obstructive pulmonary disease","Female","60 to 64",31440.841682312
"Chronic obstructive pulmonary disease","Female","65 to 69",45006.980443237
"Chronic obstructive pulmonary disease","Female","70 to 74",62539.377551758
"Chronic obstructive pulmonary disease","Female","75 to 79",56369.822270508
"Chronic obstructive pulmonary disease","Female","80 plus",83746.567395996
"Chronic obstructive pulmonary disease","Female","Under 5",1367.1676917572
"Chronic obstructive pulmonary disease","Male","10 to 14",347.45407202244
"Chronic obstructive pulmonary disease","Male","15 to 19",729.58497018051
"Chronic obstructive pulmonary disease","Male","20 to 24",315.04885871124
"Chronic obstructive pulmonary disease","Male","25 to 29",441.38387374496
"Chronic obstructive pulmonary disease","Male","30 to 34",2177.6884236603
"Chronic obstructive pulmonary disease","Male","35 to 39",3363.7077587738
"Chronic obstructive pulmonary disease","Male","40 to 44",4929.2655421753
"Chronic obstructive pulmonary disease","Male","45 to 49",10966.508743988
"Chronic obstructive pulmonary disease","Male","5 to 9",59.987589878559
"Chronic obstructive pulmonary disease","Male","50 to 54",18476.748463318
"Chronic obstructive pulmonary disease","Male","55 to 59",31763.952238953
"Chronic obstructive pulmonary disease","Male","60 to 64",53197.016854736
"Chronic obstructive pulmonary disease","Male","65 to 69",62384.667942749
"Chronic obstructive pulmonary disease","Male","70 to 74",80623.790302734
"Chronic obstructive pulmonary disease","Male","75 to 79",72088.082091553
"Chronic obstructive pulmonary disease","Male","80 plus",95650.018186523
"Chronic obstructive pulmonary disease","Male","Under 5",586.84137023091
"Cirrhosis due to alcohol use","Female","15 to 19",40.503001214862
"Cirrhosis due to alcohol use","Female","20 to 24",158.16348774719
"Cirrhosis due to alcohol use","Female","25 to 29",154.8976182065
"Cirrhosis due to alcohol use","Female","30 to 34",161.61435398817
"Cirrhosis due to alcohol use","Female","35 to 39",306.20702816105
"Cirrhosis due to alcohol use","Female","40 to 44",328.00622836685
"Cirrhosis due to alcohol use","Female","45 to 49",624.78501137161
"Cirrhosis due to alcohol use","Female","50 to 54",902.77706715393
"Cirrhosis due to alcohol use","Female","55 to 59",1638.8524181824
"Cirrhosis due to alcohol use","Female","60 to 64",1753.2747164917
"Cirrhosis due to alcohol use","Female","65 to 69",2214.1424541779
"Cirrhosis due to alcohol use","Female","70 to 74",2353.6430308685
"Cirrhosis due to alcohol use","Female","75 to 79",1625.3733618011
"Cirrhosis due to alcohol use","Female","80 plus",2130.8668793335
"Cirrhosis due to alcohol use","Male","15 to 19",349.39286068678
"Cirrhosis due to alcohol use","Male","20 to 24",1007.2133276405
"Cirrhosis due to alcohol use","Male","25 to 29",1763.7970827026
"Cirrhosis due to alcohol use","Male","30 to 34",3239.7647278748
"Cirrhosis due to alcohol use","Male","35 to 39",4960.3670411377
"Cirrhosis due to alcohol use","Male","40 to 44",6112.6407456665
"Cirrhosis due to alcohol use","Male","45 to 49",8490.0402532959
"Cirrhosis due to alcohol use","Male","50 to 54",9981.0450767822
"Cirrhosis due to alcohol use","Male","55 to 59",10416.520444824
"Cirrhosis due to alcohol use","Male","60 to 64",9502.8231740723
"Cirrhosis due to alcohol use","Male","65 to 69",8512.9560924072
"Cirrhosis due to alcohol use","Male","70 to 74",6151.7761712036
"Cirrhosis due to alcohol use","Male","75 to 79",4811.2375272827
"Cirrhosis due to alcohol use","Male","80 plus",4509.5173227539
"Cirrhosis due to hepatitis B","Female","10 to 14",160.12802309561
"Cirrhosis due to hepatitis B","Female","15 to 19",257.58331606197
"Cirrhosis due to hepatitis B","Female","20 to 24",572.46490447235
"Cirrhosis due to hepatitis B","Female","25 to 29",488.60060541153
"Cirrhosis due to hepatitis B","Female","30 to 34",465.02675358582
"Cirrhosis due to hepatitis B","Female","35 to 39",815.40156895828
"Cirrhosis due to hepatitis B","Female","40 to 44",828.16053179932
"Cirrhosis due to hepatitis B","Female","45 to 49",1504.0823028717
"Cirrhosis due to hepatitis B","Female","5 to 9",64.296831092477
"Cirrhosis due to hepatitis B","Female","50 to 54",1925.1672324982
"Cirrhosis due to hepatitis B","Female","55 to 59",2975.6328251495
"Cirrhosis due to hepatitis B","Female","60 to 64",2817.8271047363
"Cirrhosis due to hepatitis B","Female","65 to 69",3241.2883154907
"Cirrhosis due to hepatitis B","Female","70 to 74",3197.2547243958
"Cirrhosis due to hepatitis B","Female","75 to 79",2059.2934966431
"Cirrhosis due to hepatitis B","Female","80 plus",2398.2158809204
"Cirrhosis due to hepatitis B","Female","Under 5",70.456084703624
"Cirrhosis due to hepatitis B","Male","10 to 14",248.78326567554
"Cirrhosis due to hepatitis B","Male","15 to 19",563.24937616348
"Cirrhosis due to hepatitis B","Male","20 to 24",897.13620309448
"Cirrhosis due to hepatitis B","Male","25 to 29",1372.0846573639
"Cirrhosis due to hepatitis B","Male","30 to 34",2280.743221756
"Cirrhosis due to hepatitis B","Male","35 to 39",3200.9049674988
"Cirrhosis due to hepatitis B","Male","40 to 44",3690.0269912109
"Cirrhosis due to hepatitis B","Male","45 to 49",4835.147480896
"Cirrhosis due to hepatitis B","Male","5 to 9",139.95713837242
"Cirrhosis due to hepatitis B","Male","50 to 54",5481.2916775513
"Cirrhosis due to hepatitis B","Male","55 to 59",5651.6611188965
"Cirrhosis due to hepatitis B","Male","60 to 64",5084.2457598267
"Cirrhosis due to hepatitis B","Male","65 to 69",4516.2612611694
"Cirrhosis due to hepatitis B","Male","70 to 74",3230.2128574829
"Cirrhosis due to hepatitis B","Male","75 to 79",2502.486171051
"Cirrhosis due to hepatitis B","Male","80 plus",2306.419210144
"Cirrhosis due to hepatitis B","Male","Under 5",90.51387965703
"Cirrhosis due to hepatitis C","Female","10 to 14",94.144324457407
"Cirrhosis due to hepatitis C","Female","15 to 19",128.26064329672
"Cirrhosis due to hepatitis C","Female","20 to 24",298.10704319668
"Cirrhosis due to hepatitis C","Female","25 to 29",294.27030283737
"Cirrhosis due to hepatitis C","Female","30 to 34",309.37733027649
"Cirrhosis due to hepatitis C","Female","35 to 39",582.49800866318
"Cirrhosis due to hepatitis C","Female","40 to 44",621.50727851105
"Cirrhosis due to hepatitis C","Female","45 to 49",1174.028243866
"Cirrhosis due to hepatitis C","Female","5 to 9",51.971683092594
"Cirrhosis due to hepatitis C","Female","50 to 54",1495.9308685379
"Cirrhosis due to hepatitis C","Female","55 to 59",2225.2822750015
"Cirrhosis due to hepatitis C","Female","60 to 64",2012.2310886078
"Cirrhosis due to hepatitis C","Female","65 to 69",2227.6545349884
"Cirrhosis due to hepatitis C","Female","70 to 74",2113.0520535736
"Cirrhosis due to hepatitis C","Female","75 to 79",1307.7367488937
"Cirrhosis due to hepatitis C","Female","80 plus",1395.4607364426
"Cirrhosis due to hepatitis C","Female","Under 5",127.12522293806
"Cirrhosis due to hepatitis C","Male","10 to 14",153.23406105757
"Cirrhosis due to hepatitis C","Male","15 to 19",326.71278162003
"Cirrhosis due to hepatitis C","Male","20 to 24",508.19761661339
"Cirrhosis due to hepatitis C","Male","25 to 29",749.61101029968
"Cirrhosis due to hepatitis C","Male","30 to 34",1205.096352356
"Cirrhosis due to hepatitis C","Male","35 to 39",1639.5525593414
"Cirrhosis due to hepatitis C","Male","40 to 44",1829.9334616241
"Cirrhosis due to hepatitis C","Male","45 to 49",2319.6561358261
"Cirrhosis due to hepatitis C","Male","5 to 9",100.41830980635
"Cirrhosis due to hepatitis C","Male","50 to 54",2696.6496005707
"Cirrhosis due to hepatitis C","Male","55 to 59",2999.2553300934
"Cirrhosis due to hepatitis C","Male","60 to 64",2874.283449173
"Cirrhosis due to hepatitis C","Male","65 to 69",2707.4794329224
"Cirrhosis due to hepatitis C","Male","70 to 74",2033.4329810028
"Cirrhosis due to hepatitis C","Male","75 to 79",1651.3596808014
"Cirrhosis due to hepatitis C","Male","80 plus",1661.7943201599
"Cirrhosis due to hepatitis C","Male","Under 5",104.71560428071
"Cirrhosis due to other causes","Female","10 to 14",805.4846103363
"Cirrhosis due to other causes","Female","15 to 19",796.91673387909
"Cirrhosis due to other causes","Female","20 to 24",1313.7174181366
"Cirrhosis due to other causes","Female","25 to 29",929.73418886185
"Cirrhosis due to other causes","Female","30 to 34",733.64490648651
"Cirrhosis due to other causes","Female","35 to 39",1056.7475639954
"Cirrhosis due to other causes","Female","40 to 44",871.10976972199
"Cirrhosis due to other causes","Female","45 to 49",1260.8954191055
"Cirrhosis due to other causes","Female","5 to 9",619.12920383453
"Cirrhosis due to other causes","Female","50 to 54",1339.1212035446
"Cirrhosis due to other causes","Female","55 to 59",1853.694553894
"Cirrhosis due to other causes","Female","60 to 64",1562.6503942642
"Cirrhosis due to other causes","Female","65 to 69",1597.6184154816
"Cirrhosis due to other causes","Female","70 to 74",1395.8467297974
"Cirrhosis due to other causes","Female","75 to 79",798.54072520065
"Cirrhosis due to other causes","Female","80 plus",671.56101784325
"Cirrhosis due to other causes","Female","Under 5",2137.2900769119
"Cirrhosis due to other causes","Male","10 to 14",844.44005580139
"Cirrhosis due to other causes","Male","15 to 19",1172.1607324524
"Cirrhosis due to other causes","Male","20 to 24",1416.6024592896
"Cirrhosis due to other causes","Male","25 to 29",1894.9292779694
