"cause_name","sex","age","ylds"
"Pancreatitis","Male","60 to 64",3119.9260262625
"Pancreatitis","Male","65 to 69",2227.1889665168
"Pancreatitis","Male","70 to 74",1731.6566665778
"Pancreatitis","Male","75 to 79",1131.8282356302
"Pancreatitis","Male","80 plus",955.39307663399
"Pancreatitis","Male","Under 5",449.6951412233
"Paralytic ileus and intestinal obstruction","Female","10 to 14",15.337468343114
"Paralytic ileus and intestinal obstruction","Female","15 to 19",17.74739554738
"Paralytic ileus and intestinal obstruction","Female","20 to 24",32.630943845256
"Paralytic ileus and intestinal obstruction","Female","25 to 29",62.842485968265
"Paralytic ileus and intestinal obstruction","Female","30 to 34",88.03754775892
"Paralytic ileus and intestinal obstruction","Female","35 to 39",107.60366307348
"Paralytic ileus and intestinal obstruction","Female","40 to 44",126.77092269755
"Paralytic ileus and intestinal obstruction","Female","45 to 49",146.69970672851
"Paralytic ileus and intestinal obstruction","Female","5 to 9",37.735216790605
"Paralytic ileus and intestinal obstruction","Female","50 to 54",154.94044620516
"Paralytic ileus and intestinal obstruction","Female","55 to 59",154.84065599729
"Paralytic ileus and intestinal obstruction","Female","60 to 64",152.29078340807
"Paralytic ileus and intestinal obstruction","Female","65 to 69",145.97859213573
"Paralytic ileus and intestinal obstruction","Female","70 to 74",149.2564315166
"Paralytic ileus and intestinal obstruction","Female","75 to 79",167.80173258715
"Paralytic ileus and intestinal obstruction","Female","80 plus",172.40958616197
"Paralytic ileus and intestinal obstruction","Female","Under 5",180.99627678672
"Paralytic ileus and intestinal obstruction","Male","10 to 14",48.478818789627
"Paralytic ileus and intestinal obstruction","Male","15 to 19",41.745354676671
"Paralytic ileus and intestinal obstruction","Male","20 to 24",45.487929861799
"Paralytic ileus and intestinal obstruction","Male","25 to 29",60.904847927409
"Paralytic ileus and intestinal obstruction","Male","30 to 34",71.878432559505
"Paralytic ileus and intestinal obstruction","Male","35 to 39",78.404083695681
"Paralytic ileus and intestinal obstruction","Male","40 to 44",106.01331197348
"Paralytic ileus and intestinal obstruction","Male","45 to 49",156.1119792732
"Paralytic ileus and intestinal obstruction","Male","5 to 9",62.105381633083
"Paralytic ileus and intestinal obstruction","Male","50 to 54",185.89273400464
"Paralytic ileus and intestinal obstruction","Male","55 to 59",199.07396399447
"Paralytic ileus and intestinal obstruction","Male","60 to 64",201.8286762568
"Paralytic ileus and intestinal obstruction","Male","65 to 69",187.65170303806
"Paralytic ileus and intestinal obstruction","Male","70 to 74",161.86746646578
"Paralytic ileus and intestinal obstruction","Male","75 to 79",144.56974527997
"Paralytic ileus and intestinal obstruction","Male","80 plus",176.52806652189
"Paralytic ileus and intestinal obstruction","Male","Under 5",166.28634100917
"Parkinson disease","Female","20 to 24",4.9342676246129
"Parkinson disease","Female","25 to 29",32.215011430699
"Parkinson disease","Female","30 to 34",94.181409746267
"Parkinson disease","Female","35 to 39",228.05477711834
"Parkinson disease","Female","40 to 44",448.20733660095
"Parkinson disease","Female","45 to 49",786.10719957401
"Parkinson disease","Female","50 to 54",1353.7604537531
"Parkinson disease","Female","55 to 59",2358.6269490783
"Parkinson disease","Female","60 to 64",3122.3259239525
"Parkinson disease","Female","65 to 69",3627.3547871108
"Parkinson disease","Female","70 to 74",3883.9759858288
"Parkinson disease","Female","75 to 79",3374.1772568266
"Parkinson disease","Female","80 plus",2690.9511534574
"Parkinson disease","Male","20 to 24",6.2607781130098
"Parkinson disease","Male","25 to 29",40.376086305687
"Parkinson disease","Male","30 to 34",120.3765974975
"Parkinson disease","Male","35 to 39",299.96625176351
"Parkinson disease","Male","40 to 44",588.84723083774
"Parkinson disease","Male","45 to 49",1011.195254587
"Parkinson disease","Male","50 to 54",1630.0162583215
"Parkinson disease","Male","55 to 59",2673.8273228306
"Parkinson disease","Male","60 to 64",3467.1196727881
"Parkinson disease","Male","65 to 69",3669.721350918
"Parkinson disease","Male","70 to 74",3748.8796105877
"Parkinson disease","Male","75 to 79",2980.4735199071
"Parkinson disease","Male","80 plus",2231.7731594341
"Peptic ulcer disease","Female","10 to 14",976.80862532739
"Peptic ulcer disease","Female","15 to 19",1376.7661784472
"Peptic ulcer disease","Female","20 to 24",1541.9238297358
"Peptic ulcer disease","Female","25 to 29",2219.1368418841
"Peptic ulcer disease","Female","30 to 34",2582.2361232392
"Peptic ulcer disease","Female","35 to 39",3239.8013738232
"Peptic ulcer disease","Female","40 to 44",5086.1634690249
"Peptic ulcer disease","Female","45 to 49",8664.0286967655
"Peptic ulcer disease","Female","5 to 9",587.17914635826
"Peptic ulcer disease","Female","50 to 54",8514.5969373593
"Peptic ulcer disease","Female","55 to 59",8680.9161819468
"Peptic ulcer disease","Female","60 to 64",15278.328338616
"Peptic ulcer disease","Female","65 to 69",19950.778046018
"Peptic ulcer disease","Female","70 to 74",23878.455482248
"Peptic ulcer disease","Female","75 to 79",22173.451187768
"Peptic ulcer disease","Female","80 plus",14374.970492115
"Peptic ulcer disease","Female","Under 5",NA
"Peptic ulcer disease","Male","10 to 14",957.71593602977
"Peptic ulcer disease","Male","15 to 19",636.47164821262
"Peptic ulcer disease","Male","20 to 24",736.22539378141
"Peptic ulcer disease","Male","25 to 29",1092.4754116407
"Peptic ulcer disease","Male","30 to 34",1826.4745933926
"Peptic ulcer disease","Male","35 to 39",2284.0345985172
"Peptic ulcer disease","Male","40 to 44",3926.6903597768
"Peptic ulcer disease","Male","45 to 49",6204.0536182657
"Peptic ulcer disease","Male","5 to 9",310.17390872607
"Peptic ulcer disease","Male","50 to 54",8273.6897136595
"Peptic ulcer disease","Male","55 to 59",9367.4682876053
"Peptic ulcer disease","Male","60 to 64",12551.77224416
"Peptic ulcer disease","Male","65 to 69",13488.573039697
"Peptic ulcer disease","Male","70 to 74",15136.152967225
"Peptic ulcer disease","Male","75 to 79",12883.852898994
"Peptic ulcer disease","Male","80 plus",8834.1426263357
"Peptic ulcer disease","Male","Under 5",NA
"Peripheral vascular disease","Female","40 to 44",0.26687996090209
"Peripheral vascular disease","Female","45 to 49",2.1487932279012
"Peripheral vascular disease","Female","50 to 54",28.081890935775
"Peripheral vascular disease","Female","55 to 59",123.91093666033
"Peripheral vascular disease","Female","60 to 64",535.15433583675
"Peripheral vascular disease","Female","65 to 69",1281.0255159503
"Peripheral vascular disease","Female","70 to 74",2166.4323606608
"Peripheral vascular disease","Female","75 to 79",2576.5600115469
"Peripheral vascular disease","Female","80 plus",5563.4831603889
"Peripheral vascular disease","Male","40 to 44",0.36248220732462
"Peripheral vascular disease","Male","45 to 49",2.9033334669668
"Peripheral vascular disease","Male","50 to 54",19.411099201891
"Peripheral vascular disease","Male","55 to 59",61.034934456661
"Peripheral vascular disease","Male","60 to 64",181.37598734805
"Peripheral vascular disease","Male","65 to 69",329.2796094514
"Peripheral vascular disease","Male","70 to 74",701.51717970182
"Peripheral vascular disease","Male","75 to 79",953.64557034318
"Peripheral vascular disease","Male","80 plus",2346.4537664086
"Pneumoconiosis","Female","10 to 14",15.871496322618
"Pneumoconiosis","Female","15 to 19",35.960048065154
"Pneumoconiosis","Female","20 to 24",61.478421475392
"Pneumoconiosis","Female","25 to 29",88.645244591907
"Pneumoconiosis","Female","30 to 34",115.8903674913
"Pneumoconiosis","Female","35 to 39",142.47264131931
"Pneumoconiosis","Female","40 to 44",167.11027336815
"Pneumoconiosis","Female","45 to 49",193.04312471513
"Pneumoconiosis","Female","5 to 9",5.9296349757298
"Pneumoconiosis","Female","50 to 54",212.14626086295
"Pneumoconiosis","Female","55 to 59",225.26873067044
"Pneumoconiosis","Female","60 to 64",212.37850407651
"Pneumoconiosis","Female","65 to 69",181.17283046937
"Pneumoconiosis","Female","70 to 74",159.39838567496
"Pneumoconiosis","Female","75 to 79",122.30494747338
"Pneumoconiosis","Female","80 plus",134.0430575865
"Pneumoconiosis","Female","Under 5",0.82294951809507
"Pneumoconiosis","Male","10 to 14",32.386606084648
"Pneumoconiosis","Male","15 to 19",84.815285017118
"Pneumoconiosis","Male","20 to 24",159.20591710873
"Pneumoconiosis","Male","25 to 29",241.52250264754
"Pneumoconiosis","Male","30 to 34",328.27940898836
"Pneumoconiosis","Male","35 to 39",412.17116034245
"Pneumoconiosis","Male","40 to 44",512.64581717291
"Pneumoconiosis","Male","45 to 49",616.07285659897
"Pneumoconiosis","Male","5 to 9",10.524704697369
"Pneumoconiosis","Male","50 to 54",698.43348031206
"Pneumoconiosis","Male","55 to 59",781.70858685904
"Pneumoconiosis","Male","60 to 64",762.12114221272
"Pneumoconiosis","Male","65 to 69",644.48404091059
"Pneumoconiosis","Male","70 to 74",547.66402318236
"Pneumoconiosis","Male","75 to 79",345.02658544064
"Pneumoconiosis","Male","80 plus",283.19819909387
"Pneumoconiosis","Male","Under 5",1.5309313667501
"Poisonings","Female","10 to 14",271.91614884739
"Poisonings","Female","15 to 19",351.33717766015
"Poisonings","Female","20 to 24",415.90715543762
"Poisonings","Female","25 to 29",453.19969172895
"Poisonings","Female","30 to 34",463.04896671177
"Poisonings","Female","35 to 39",437.33116691084
"Poisonings","Female","40 to 44",395.17665444202
"Poisonings","Female","45 to 49",360.8949020684
"Poisonings","Female","5 to 9",195.26611799805
"Poisonings","Female","50 to 54",320.05291504494
"Poisonings","Female","55 to 59",280.72678829916
"Poisonings","Female","60 to 64",218.74079615779
"Poisonings","Female","65 to 69",159.90704612972
"Poisonings","Female","70 to 74",123.67539105169
"Poisonings","Female","75 to 79",86.607592856016
"Poisonings","Female","80 plus",85.250795138992
"Poisonings","Female","Under 5",119.07723880872
"Poisonings","Male","10 to 14",388.39337181214
"Poisonings","Male","15 to 19",494.49273015912
"Poisonings","Male","20 to 24",616.0626118455
"Poisonings","Male","25 to 29",694.82472520865
"Poisonings","Male","30 to 34",728.04281981663
"Poisonings","Male","35 to 39",709.10248480852
"Poisonings","Male","40 to 44",648.47263321846
"Poisonings","Male","45 to 49",596.96549398691
"Poisonings","Male","5 to 9",290.50636983847
"Poisonings","Male","50 to 54",525.69649534749
"Poisonings","Male","55 to 59",453.02116351131
"Poisonings","Male","60 to 64",344.27119293824
"Poisonings","Male","65 to 69",231.54200205385
"Poisonings","Male","70 to 74",169.82475554477
"Poisonings","Male","75 to 79",110.36210915934
"Poisonings","Male","80 plus",104.3180098214
"Poisonings","Male","Under 5",166.02982935579
"Preterm birth complications","Female","10 to 14",63855.426674801
"Preterm birth complications","Female","15 to 19",57655.641970648
"Preterm birth complications","Female","20 to 24",52586.362083805
"Preterm birth complications","Female","25 to 29",47393.202248429
"Preterm birth complications","Female","30 to 34",40701.923629118
"Preterm birth complications","Female","35 to 39",33720.678775223
"Preterm birth complications","Female","40 to 44",28816.683526179
"Preterm birth complications","Female","45 to 49",24506.544117358
"Preterm birth complications","Female","5 to 9",70164.519496365
"Preterm birth complications","Female","50 to 54",19397.422168016
"Preterm birth complications","Female","55 to 59",14487.93040979
"Preterm birth complications","Female","60 to 64",9269.386732504
"Preterm birth complications","Female","65 to 69",5261.6291246068
"Preterm birth complications","Female","70 to 74",2848.2410548477
"Preterm birth complications","Female","75 to 79",1341.6302989511
"Preterm birth complications","Female","80 plus",810.65840910483
"Preterm birth complications","Female","Under 5",85210.756847006
"Preterm birth complications","Male","10 to 14",75888.216220937
"Preterm birth complications","Male","15 to 19",68489.888803383
"Preterm birth complications","Male","20 to 24",61747.378718581
"Preterm birth complications","Male","25 to 29",54984.123419915
"Preterm birth complications","Male","30 to 34",46868.42686624
"Preterm birth complications","Male","35 to 39",38501.083212846
"Preterm birth complications","Male","40 to 44",31574.680538781
"Preterm birth complications","Male","45 to 49",24880.511772184
"Preterm birth complications","Male","5 to 9",83640.327955299
"Preterm birth complications","Male","50 to 54",18323.771768892
"Preterm birth complications","Male","55 to 59",12910.841397849
"Preterm birth complications","Male","60 to 64",7536.8141120312
"Preterm birth complications","Male","65 to 69",3527.5912345985
"Preterm birth complications","Male","70 to 74",1704.5504035118
"Preterm birth complications","Male","75 to 79",791.51045320994
"Preterm birth complications","Male","80 plus",565.05757734286
"Preterm birth complications","Male","Under 5",99704.320358751
"Prostate cancer","Male","15 to 19",22.242414515428
"Prostate cancer","Male","20 to 24",22.192987345331
"Prostate cancer","Male","25 to 29",23.53265957165
"Prostate cancer","Male","30 to 34",21.953524294664
"Prostate cancer","Male","35 to 39",45.802930522885
"Prostate cancer","Male","40 to 44",51.614383112309
"Prostate cancer","Male","45 to 49",143.42107802571
"Prostate cancer","Male","50 to 54",607.02103052749
"Prostate cancer","Male","55 to 59",1693.3731691477
"Prostate cancer","Male","60 to 64",2251.9190244349
"Prostate cancer","Male","65 to 69",2458.6098777632
"Prostate cancer","Male","70 to 74",3308.4568625353
"Prostate cancer","Male","75 to 79",2893.6944306766
"Prostate cancer","Male","80 plus",3920.3988645635
"Protein-energy malnutrition","Female","10 to 14",228.62799157711
"Protein-energy malnutrition","Female","15 to 19",317.76552554295
"Protein-energy malnutrition","Female","20 to 24",524.23212296395
"Protein-energy malnutrition","Female","25 to 29",387.36007899365
"Protein-energy malnutrition","Female","30 to 34",341.30216995026
"Protein-energy malnutrition","Female","35 to 39",424.47282635148
"Protein-energy malnutrition","Female","40 to 44",75.696416184914
"Protein-energy malnutrition","Female","45 to 49",72.529860451035
"Protein-energy malnutrition","Female","5 to 9",382.77907860607
"Protein-energy malnutrition","Female","50 to 54",129.31910978552
"Protein-energy malnutrition","Female","55 to 59",100.3946586959
"Protein-energy malnutrition","Female","60 to 64",547.72165124104
"Protein-energy malnutrition","Female","65 to 69",933.18046917102
"Protein-energy malnutrition","Female","70 to 74",1963.6080253343
"Protein-energy malnutrition","Female","75 to 79",1753.5492813397
"Protein-energy malnutrition","Female","80 plus",4621.8864381292
"Protein-energy malnutrition","Female","Under 5",401360.19218518
"Protein-energy malnutrition","Male","10 to 14",188.91710711551
"Protein-energy malnutrition","Male","15 to 19",243.09032889185
"Protein-energy malnutrition","Male","20 to 24",214.35935324489
"Protein-energy malnutrition","Male","25 to 29",459.07370567816
"Protein-energy malnutrition","Male","30 to 34",532.41753879478
"Protein-energy malnutrition","Male","35 to 39",476.32699202647
"Protein-energy malnutrition","Male","40 to 44",203.09546499399
"Protein-energy malnutrition","Male","45 to 49",188.69731297578
"Protein-energy malnutrition","Male","5 to 9",297.35295900658
"Protein-energy malnutrition","Male","50 to 54",424.6033322988
"Protein-energy malnutrition","Male","55 to 59",372.44414725105
"Protein-energy malnutrition","Male","60 to 64",1468.2519162795
"Protein-energy malnutrition","Male","65 to 69",1269.9750498456
"Protein-energy malnutrition","Male","70 to 74",1662.8431651456
"Protein-energy malnutrition","Male","75 to 79",2033.0923123807
"Protein-energy malnutrition","Male","80 plus",4078.1649418284
"Protein-energy malnutrition","Male","Under 5",548918.93953454
"Rabies","Female","10 to 14",1.701799216976
"Rabies","Female","15 to 19",1.0664826535339
"Rabies","Female","20 to 24",1.0536665471808
"Rabies","Female","25 to 29",0.74485838617683
"Rabies","Female","30 to 34",1.1940141357335
"Rabies","Female","35 to 39",1.0474538256711
"Rabies","Female","40 to 44",1.2095007783706
"Rabies","Female","45 to 49",1.515722452391
"Rabies","Female","5 to 9",2.4373895470434
"Rabies","Female","50 to 54",1.6857110694377
"Rabies","Female","55 to 59",1.4913535414697
"Rabies","Female","60 to 64",2.8989837482956
"Rabies","Female","65 to 69",1.7873213328605
"Rabies","Female","70 to 74",1.4165884703521
"Rabies","Female","75 to 79",0.85442440289426
"Rabies","Female","80 plus",0.48799846243794
"Rabies","Female","Under 5",2.2219448539309
"Rabies","Male","10 to 14",3.929876626672
"Rabies","Male","15 to 19",2.2095179721082
"Rabies","Male","20 to 24",1.6734260573071
"Rabies","Male","25 to 29",1.4033076750003
"Rabies","Male","30 to 34",1.4852595415181
"Rabies","Male","35 to 39",2.4269389807232
"Rabies","Male","40 to 44",2.4208979391081
"Rabies","Male","45 to 49",2.6725404866645
"Rabies","Male","5 to 9",4.6344685066595
"Rabies","Male","50 to 54",2.69419134072
"Rabies","Male","55 to 59",3.4103185674229
"Rabies","Male","60 to 64",2.8412763508005
"Rabies","Male","65 to 69",1.5252825072315
"Rabies","Male","70 to 74",1.6073732067873
"Rabies","Male","75 to 79",1.145628459919
"Rabies","Male","80 plus",0.56200427850839
"Rabies","Male","Under 5",2.5834842472619
"Rheumatic heart disease","Female","10 to 14",18571.463106768
"Rheumatic heart disease","Female","15 to 19",20477.21323202
"Rheumatic heart disease","Female","20 to 24",21624.444059808
"Rheumatic heart disease","Female","25 to 29",21857.520005689
"Rheumatic heart disease","Female","30 to 34",20872.31269043
"Rheumatic heart disease","Female","35 to 39",19920.607613183
"Rheumatic heart disease","Female","40 to 44",19302.896053384
"Rheumatic heart disease","Female","45 to 49",19629.537265214
"Rheumatic heart disease","Female","5 to 9",13878.053252331
"Rheumatic heart disease","Female","50 to 54",19141.642125051
"Rheumatic heart disease","Female","55 to 59",17995.309292017
"Rheumatic heart disease","Female","60 to 64",16029.259540243
"Rheumatic heart disease","Female","65 to 69",15403.158209946
"Rheumatic heart disease","Female","70 to 74",13883.859777615
"Rheumatic heart disease","Female","75 to 79",10203.498973281
"Rheumatic heart disease","Female","80 plus",12093.330933328
"Rheumatic heart disease","Female","Under 5",5440.7665061294
"Rheumatic heart disease","Male","10 to 14",13109.337165536
"Rheumatic heart disease","Male","15 to 19",14312.916957477
"Rheumatic heart disease","Male","20 to 24",14789.193004471
"Rheumatic heart disease","Male","25 to 29",14625.503689355
"Rheumatic heart disease","Male","30 to 34",13865.45981968
"Rheumatic heart disease","Male","35 to 39",13159.639984888
"Rheumatic heart disease","Male","40 to 44",12773.985291217
"Rheumatic heart disease","Male","45 to 49",13710.969692258
"Rheumatic heart disease","Male","5 to 9",9765.8173638979
"Rheumatic heart disease","Male","50 to 54",13928.970753416
"Rheumatic heart disease","Male","55 to 59",13268.797032363
"Rheumatic heart disease","Male","60 to 64",11491.82399161
"Rheumatic heart disease","Male","65 to 69",9165.1739828423
"Rheumatic heart disease","Male","70 to 74",6887.5198654029
"Rheumatic heart disease","Male","75 to 79",4476.060012975
"Rheumatic heart disease","Male","80 plus",4909.1286534129
"Rheumatic heart disease","Male","Under 5",3720.3934268491
"Rheumatoid arthritis","Female","10 to 14",5995.0590837278
"Rheumatoid arthritis","Female","15 to 19",9182.1556454406
"Rheumatoid arthritis","Female","20 to 24",10000.203899763
"Rheumatoid arthritis","Female","25 to 29",10202.095576887
"Rheumatoid arthritis","Female","30 to 34",10667.359160678
"Rheumatoid arthritis","Female","35 to 39",12245.986775527
"Rheumatoid arthritis","Female","40 to 44",15111.882761285
"Rheumatoid arthritis","Female","45 to 49",19016.497151287
"Rheumatoid arthritis","Female","5 to 9",1168.4476233324
"Rheumatoid arthritis","Female","50 to 54",23060.817559933
"Rheumatoid arthritis","Female","55 to 59",26971.972796271
"Rheumatoid arthritis","Female","60 to 64",27623.617587571
"Rheumatoid arthritis","Female","65 to 69",24945.302516125
"Rheumatoid arthritis","Female","70 to 74",22490.31771957
"Rheumatoid arthritis","Female","75 to 79",17128.845488968
"Rheumatoid arthritis","Female","80 plus",17591.592206879
"Rheumatoid arthritis","Male","10 to 14",6432.4933551485
"Rheumatoid arthritis","Male","15 to 19",9788.2044947252
"Rheumatoid arthritis","Male","20 to 24",10496.052111627
"Rheumatoid arthritis","Male","25 to 29",10353.203361738
"Rheumatoid arthritis","Male","30 to 34",10654.318044941
"Rheumatoid arthritis","Male","35 to 39",11991.592920182
"Rheumatoid arthritis","Male","40 to 44",14329.189845185
"Rheumatoid arthritis","Male","45 to 49",17163.523160239
"Rheumatoid arthritis","Male","5 to 9",1254.6907580319
"Rheumatoid arthritis","Male","50 to 54",19952.494177311
"Rheumatoid arthritis","Male","55 to 59",22337.933485057
"Rheumatoid arthritis","Male","60 to 64",21249.423420702
"Rheumatoid arthritis","Male","65 to 69",16892.594055807
"Rheumatoid arthritis","Male","70 to 74",13877.094346871
"Rheumatoid arthritis","Male","75 to 79",9595.0375135298
"Rheumatoid arthritis","Male","80 plus",9022.5208972137
"Road injuries","Female","10 to 14",15338.54154374
"Road injuries","Female","15 to 19",26426.976392882
"Road injuries","Female","20 to 24",39517.253917814
"Road injuries","Female","25 to 29",52457.380890954
"Road injuries","Female","30 to 34",58829.987986127
"Road injuries","Female","35 to 39",61748.75237856
"Road injuries","Female","40 to 44",63686.570041273
"Road injuries","Female","45 to 49",67235.465795871
"Road injuries","Female","5 to 9",7800.8764335837
"Road injuries","Female","50 to 54",68765.922571343
"Road injuries","Female","55 to 59",67335.242286932
"Road injuries","Female","60 to 64",58852.964367217
"Road injuries","Female","65 to 69",47487.996267353
"Road injuries","Female","70 to 74",40767.702587324
"Road injuries","Female","75 to 79",31552.975689217
"Road injuries","Female","80 plus",35720.063436967
"Road injuries","Female","Under 5",2404.406151547
"Road injuries","Male","10 to 14",20203.89389888
"Road injuries","Male","15 to 19",47917.566813284
"Road injuries","Male","20 to 24",85214.887172029
"Road injuries","Male","25 to 29",124158.38403981
"Road injuries","Male","30 to 34",141865.20520751
"Road injuries","Male","35 to 39",152673.23565187
"Road injuries","Male","40 to 44",159531.12201899
"Road injuries","Male","45 to 49",162458.67162886
"Road injuries","Male","5 to 9",8194.0036726407
"Road injuries","Male","50 to 54",154810.73672769
"Road injuries","Male","55 to 59",141212.94163937
"Road injuries","Male","60 to 64",112994.48062661
"Road injuries","Male","65 to 69",79991.751584915
"Road injuries","Male","70 to 74",62607.51272916
"Road injuries","Male","75 to 79",44818.827176044
"Road injuries","Male","80 plus",49430.301570065
"Road injuries","Male","Under 5",2223.8650082506
"Schizophrenia","Female","10 to 14",2282.6133324767
"Schizophrenia","Female","15 to 19",19864.567440574
"Schizophrenia","Female","20 to 24",52831.488696572
"Schizophrenia","Female","25 to 29",83254.464015367
"Schizophrenia","Female","30 to 34",101985.83960376
"Schizophrenia","Female","35 to 39",106729.72889951
"Schizophrenia","Female","40 to 44",99885.905853817
"Schizophrenia","Female","45 to 49",88642.018146491
"Schizophrenia","Female","50 to 54",73034.249203232
"Schizophrenia","Female","55 to 59",55245.550005951
"Schizophrenia","Female","60 to 64",35878.373410968
"Schizophrenia","Female","65 to 69",19364.349711292
"Schizophrenia","Female","70 to 74",9913.8853572283
"Schizophrenia","Female","75 to 79",4242.7497226057
"Schizophrenia","Female","80 plus",1005.179285665
"Schizophrenia","Male","10 to 14",2818.811655524
"Schizophrenia","Male","15 to 19",24518.914801292
"Schizophrenia","Male","20 to 24",64076.34159012
"Schizophrenia","Male","25 to 29",99614.980619478
"Schizophrenia","Male","30 to 34",122626.68582884
"Schizophrenia","Male","35 to 39",127653.17769521
"Schizophrenia","Male","40 to 44",121417.57743564
"Schizophrenia","Male","45 to 49",107445.94078126
"Schizophrenia","Male","50 to 54",85535.060256967
"Schizophrenia","Male","55 to 59",62825.227875704
"Schizophrenia","Male","60 to 64",38546.732203096
"Schizophrenia","Male","65 to 69",18912.217055821
"Schizophrenia","Male","70 to 74",9120.4576399954
"Schizophrenia","Male","75 to 79",3570.5007859465
"Schizophrenia","Male","80 plus",782.10441327412
"Self-harm","Female","10 to 14",36.751752552143
"Self-harm","Female","15 to 19",230.80788039475
"Self-harm","Female","20 to 24",518.06509925916
"Self-harm","Female","25 to 29",677.87273248488
"Self-harm","Female","30 to 34",713.39058367204
"Self-harm","Female","35 to 39",723.61457884316
"Self-harm","Female","40 to 44",704.3719658419
"Self-harm","Female","45 to 49",668.1567478913
"Self-harm","Female","50 to 54",615.9221906008
"Self-harm","Female","55 to 59",542.50579328188
"Self-harm","Female","60 to 64",415.10606880259
"Self-harm","Female","65 to 69",289.89864311096
"Self-harm","Female","70 to 74",212.51276292972
"Self-harm","Female","75 to 79",140.99750334556
"Self-harm","Female","80 plus",118.72946851028
"Self-harm","Male","10 to 14",45.665630310983
"Self-harm","Male","15 to 19",281.78194074771
"Self-harm","Male","20 to 24",632.75964103519
"Self-harm","Male","25 to 29",847.72118463362
"Self-harm","Male","30 to 34",933.21017895007
"Self-harm","Male","35 to 39",975.83703926914
"Self-harm","Male","40 to 44",964.95549267523
"Self-harm","Male","45 to 49",953.60832151674
"Self-harm","Male","50 to 54",905.9949731631
"Self-harm","Male","55 to 59",800.42164763753
"Self-harm","Male","60 to 64",593.74236299437
"Self-harm","Male","65 to 69",377.58915538675
"Self-harm","Male","70 to 74",258.72687478138
"Self-harm","Male","75 to 79",158.34280716274
"Self-harm","Male","80 plus",129.46082893943
"Sense organ diseases","Female","10 to 14",140606.27753834
"Sense organ diseases","Female","15 to 19",126786.30860103
"Sense organ diseases","Female","20 to 24",146342.92532377
"Sense organ diseases","Female","25 to 29",181366.32496291
"Sense organ diseases","Female","30 to 34",215539.57916848
"Sense organ diseases","Female","35 to 39",248433.29904732
"Sense organ diseases","Female","40 to 44",307846.12499567
"Sense organ diseases","Female","45 to 49",394582.05608727
"Sense organ diseases","Female","5 to 9",157732.63802019
"Sense organ diseases","Female","50 to 54",468271.02055518
"Sense organ diseases","Female","55 to 59",521237.14755306
"Sense organ diseases","Female","60 to 64",560633.72062598
"Sense organ diseases","Female","65 to 69",548150.75500646
"Sense organ diseases","Female","70 to 74",526672.16467966
"Sense organ diseases","Female","75 to 79",430759.29394456
"Sense organ diseases","Female","80 plus",511742.23614197
"Sense organ diseases","Female","Under 5",129615.77479767
"Sense organ diseases","Male","10 to 14",160226.45104934
"Sense organ diseases","Male","15 to 19",139858.19713809
"Sense organ diseases","Male","20 to 24",159947.94593675
"Sense organ diseases","Male","25 to 29",203070.9425015
"Sense organ diseases","Male","30 to 34",244742.19331851
"Sense organ diseases","Male","35 to 39",285804.57220297
"Sense organ diseases","Male","40 to 44",351093.35528195
"Sense organ diseases","Male","45 to 49",431552.02233964
"Sense organ diseases","Male","5 to 9",160318.01468571
"Sense organ diseases","Male","50 to 54",492347.06833321
"Sense organ diseases","Male","55 to 59",530547.08650793
"Sense organ diseases","Male","60 to 64",524740.25717326
"Sense organ diseases","Male","65 to 69",450978.40753425
"Sense organ diseases","Male","70 to 74",396761.87550604
"Sense organ diseases","Male","75 to 79",295479.76311281
"Sense organ diseases","Male","80 plus",334334.50609745
"Sense organ diseases","Male","Under 5",120637.05109503
"Sexually transmitted diseases excluding HIV","Female","10 to 14",1788.3065305009
"Sexually transmitted diseases excluding HIV","Female","15 to 19",9090.5232715249
"Sexually transmitted diseases excluding HIV","Female","20 to 24",14623.693609403
"Sexually transmitted diseases excluding HIV","Female","25 to 29",14733.205738191
"Sexually transmitted diseases excluding HIV","Female","30 to 34",13518.163005212
"Sexually transmitted diseases excluding HIV","Female","35 to 39",11807.092258619
"Sexually transmitted diseases excluding HIV","Female","40 to 44",9764.2903910784
"Sexually transmitted diseases excluding HIV","Female","45 to 49",7353.6131543688
"Sexually transmitted diseases excluding HIV","Female","5 to 9",NA
"Sexually transmitted diseases excluding HIV","Female","50 to 54",4965.0529609452
"Sexually transmitted diseases excluding HIV","Female","55 to 59",3732.3694563877
"Sexually transmitted diseases excluding HIV","Female","60 to 64",2636.2680564761
"Sexually transmitted diseases excluding HIV","Female","65 to 69",1906.2701965104
"Sexually transmitted diseases excluding HIV","Female","70 to 74",1522.6317147722
"Sexually transmitted diseases excluding HIV","Female","75 to 79",1037.3953911385
"Sexually transmitted diseases excluding HIV","Female","80 plus",899.82232019911
"Sexually transmitted diseases excluding HIV","Female","Under 5",NA
"Sexually transmitted diseases excluding HIV","Male","10 to 14",3775.2047285285
"Sexually transmitted diseases excluding HIV","Male","15 to 19",18525.808603598
"Sexually transmitted diseases excluding HIV","Male","20 to 24",25916.968901919
"Sexually transmitted diseases excluding HIV","Male","25 to 29",20837.120641487
"Sexually transmitted diseases excluding HIV","Male","30 to 34",15621.346287334
"Sexually transmitted diseases excluding HIV","Male","35 to 39",11811.022078624
